/* DATA DESCRIPTION:
Citation:	Barnet, James S K; Littler, Kate; Westerhold, Thomas; Kroon, Dick; Leng, Melanie J; Bailey, Ian; Röhl, Ursula; Zachos, James C (2018): Late Maastrichtian-early Eocene benthic stable carbon and oxygen isotope records from ODP Site 208-1262, South Atlantic [dataset]. College of Engineering, Mathematics and Physical Sciences, University of Exeter, PANGAEA, https://doi.org/10.1594/PANGAEA.884585, 
	In supplement to: Barnet, JSK et al. (2019): A High-Fidelity Benthic Stable Isotope Record of Late Cretaceous–Early Eocene Climate Change and Carbon-Cycling. Paleoceanography and Paleoclimatology, 34(4), 672-691, https://doi.org/10.1029/2019PA003556
Related to:	Barnet, James S K; Littler, Kate; Kroon, Dick; Leng, Melanie J; Westerhold, Thomas; Röhl, Ursula; Zachos, James C (2017): A new high-resolution chronology for the late Maastrichtian warming event: Establishing robust temporal links with the onset of Deccan volcanism. Geology, 46(2), 147-150, https://doi.org/10.1130/G39771.1
	Lauretano, Vittoria; Littler, Kate; Polling, M; Zachos, James C; Lourens, Lucas Joost (2015): Frequency, magnitude and character of hyperthermal events at the onset of the Early Eocene Climatic Optimum. Climate of the Past, 11(10), 1313-1324, https://doi.org/10.5194/cp-11-1313-2015
	Littler, Kate; Röhl, Ursula; Westerhold, Thomas; Zachos, James C (2014): A high-resolution benthic stable-isotope record for the South Atlantic: Implications for orbital-scale changes in Late Paleocene–Early Eocene climate and carbon cycling. Earth and Planetary Science Letters, 401, 18-30, https://doi.org/10.1016/j.epsl.2014.05.054
	McCarren, H; Thomas, E; Hasegawa, Takashi; Röhl, Ursula; Zachos, James C (2008): Depth Dependency of the Paleocene-Eocene carbon isotope excursion: Paired benthic and terrestrial biomarker records (Ocean Drilling Program Leg 208, Walvis Ridge). Geochemistry, Geophysics, Geosystems, 9(10), Q10008, https://doi.org/10.1029/2008GC002116
	Stap, Lennert Bastiaan; Lourens, Lucas Joost; Thomas, E; Sluijs, Appy; Bohaty, Steven M; Zachos, James C (2010): High-resolution deep-sea carbon and oxygen isotope records of Eocene Thermal Maximum 2 and H2. Geology, 38(7), 607-610, https://doi.org/10.1130/G30777.1
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	MEDIAN LATITUDE: -27.185827 * MEDIAN LONGITUDE: 1.576993 * SOUTH-BOUND LATITUDE: -27.186000 * WEST-BOUND LONGITUDE: 1.576980 * NORTH-BOUND LATITUDE: -27.185650 * EAST-BOUND LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T13:00:00 * DATE/TIME END: 2003-03-29T05:15:00
	MINIMUM DEPTH, sediment/rock: 87.7700 m * MAXIMUM DEPTH, sediment/rock: 212.6550 m
Event(s):	208-1262A * LATITUDE: -27.186000 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T13:00:00 * DATE/TIME END: 2003-03-26T12:40:00 * ELEVATION: -4759.0 m * PENETRATION: 161.5 m * RECOVERY: 163.53 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 161.5 m cored; 0 m drilled; 101.3 % recovery
	208-1262B * LATITUDE: -27.185830 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-26T12:40:00 * DATE/TIME END: 2003-03-27T21:25:00 * ELEVATION: -4753.6 m * PENETRATION: 209.9 m * RECOVERY: 212.53 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 23 cores; 209.9 m cored; 0 m drilled; 101.3 % recovery
	208-1262C * LATITUDE: -27.185650 * LONGITUDE: 1.576980 * DATE/TIME START: 2003-03-27T21:25:00 * DATE/TIME END: 2003-03-29T05:15:00 * ELEVATION: -4753.6 m * PENETRATION: 212.5 m * RECOVERY: 125.93 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 14 cores; 122.5 m cored; 90 m drilled; 102.8 % recovery
Parameter(s):	Event label (Event) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	Sample code/label (Sample label) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	Depth, top/min [m] (Depth top) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: mbsf
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: vs. VPDB
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: vs. VPDB
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: midpoint mbsf
	Depth, composite [mcd] (Depth comp) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: midpoint
	AGE [ka BP] (Age) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: this study
	Reference/source (Reference) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: data
	δ18O, adjusted/corrected [‰] (δ18O) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * METHOD/DEVICE: Corrected * COMMENT: corrected to Cibicidoides
	Bottom water temperature [°C] (BWT) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: Cibicidoides
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	30928 data points
*/
Event	Sample label	Depth top [m]	Foram benth δ13C [‰ PDB]	Foram benth δ18O [‰ PDB]	Depth sed [m]	Depth comp [mcd]	Age [ka BP]	Reference	δ18O [‰]	BWT [°C]
208-1262B	208-1262B-13H-4,10-11	109.670	0.28	-0.38	109.6750	120.6300	54331.26	Littler et al. (2014) - UCSC	-0.313	11.74
208-1262B	208-1262B-13H-4,16-17	109.730	0.12	-0.45	109.7350	120.6897	54338.64	Littler et al. (2014) - UCSC	-0.391	12.09
208-1262B	208-1262B-13H-4,19-20	109.760	0.16	-0.39	109.7650	120.7196	54342.33	Littler et al. (2014) - UCSC	-0.326	11.80
208-1262B	208-1262B-13H-4,22-23	109.790	0.10	-0.47	109.7950	120.7494	54345.90	Littler et al. (2014) - UCSC	-0.417	12.21
208-1262B	208-1262B-13H-4,25-26	109.820	0.34	-0.19	109.8250	120.7793	54349.59	Littler et al. (2014) - UCSC	-0.101	10.80
208-1262B	208-1262B-13H-4,28-29	109.850	0.32	-0.38	109.8550	120.8091	54353.28	Littler et al. (2014) - UCSC	-0.312	11.74
208-1262B	208-1262B-13H-4,31-32	109.880	0.22	-0.38	109.8850	120.8390	54356.97	Littler et al. (2014) - UCSC	-0.316	11.75
208-1262B	208-1262B-13H-4,34-35	109.910	0.11	-0.43	109.9150	120.8689	54360.66	Littler et al. (2014) - UCSC	-0.375	12.02
208-1262B	208-1262B-13H-4,37-38	109.940	0.16	-0.40	109.9450	120.8987	54364.35	Littler et al. (2014) - UCSC	-0.342	11.87
208-1262B	208-1262B-13H-4,40-41	109.970	0.19	-0.42	109.9750	120.9286	54368.04	Littler et al. (2014) - UCSC	-0.355	11.93
208-1262B	208-1262B-13H-4,49-50	110.060	0.18	-0.39	110.0650	121.0182	54378.99	Littler et al. (2014) - UCSC	-0.321	11.78
208-1262B	208-1262B-13H-4,55-56	110.120	0.31	-0.29	110.1250	121.0779	54386.37	Littler et al. (2014) - UCSC	-0.214	11.30
208-1262B	208-1262B-13H-4,58-59	110.150	0.40	-0.23	110.1550	121.1077	54390.06	Littler et al. (2014) - UCSC	-0.144	10.99
208-1262B	208-1262B-13H-4,61-62	110.180	0.38	-0.19	110.1850	121.1376	54393.75	Littler et al. (2014) - UCSC	-0.106	10.82
208-1262B	208-1262B-13H-4,64-65	110.210	0.37	-0.22	110.2150	121.1675	54397.32	Littler et al. (2014) - UCSC	-0.134	10.94
208-1262B	208-1262B-13H-4,67-68	110.240	0.29	-0.30	110.2450	121.1973	54401.01	Littler et al. (2014) - UCSC	-0.227	11.36
208-1262B	208-1262B-13H-4,82-83	110.390	0.09	-0.40	110.3950	121.3466	54419.46	Littler et al. (2014) - UCSC	-0.332	11.83
208-1262B	208-1262B-13H-4,85-86	110.420	0.21	-0.43	110.4250	121.3765	54423.03	Littler et al. (2014) - UCSC	-0.368	11.99
208-1262B	208-1262B-13H-4,88-89	110.450	0.24	-0.34	110.4550	121.4063	54426.72	Littler et al. (2014) - UCSC	-0.265	11.53
208-1262B	208-1262B-13H-4,91-92	110.480	0.32	-0.25	110.4850	121.4362	54430.41	Littler et al. (2014) - UCSC	-0.174	11.12
208-1262B	208-1262B-13H-4,97-98	110.540	0.24	-0.32	110.5450	121.4959	54437.79	Littler et al. (2014) - UCSC	-0.249	11.46
208-1262B	208-1262B-13H-4,100-101	110.570	0.18	-0.43	110.5750	121.5258	54441.48	Littler et al. (2014) - UCSC	-0.370	12.00
208-1262B	208-1262B-13H-4,103-104	110.600	0.25	-0.48	110.6050	121.5556	54445.17	Littler et al. (2014) - UCSC	-0.427	12.25
208-1262B	208-1262B-13H-4,106-107	110.630	0.07	-0.51	110.6350	121.5855	54448.74	Littler et al. (2014) - UCSC	-0.466	12.43
208-1262B	208-1262B-13H-4,115-116	110.720	0.16	-0.54	110.7250	121.6751	54455.45	Littler et al. (2014) - UCSC	-0.497	12.57
208-1262B	208-1262B-13H-4,121-122	110.780	0.09	-0.49	110.7850	121.7348	54459.75	Littler et al. (2014) - UCSC	-0.441	12.32
208-1262B	208-1262B-13H-4,124-125	110.810	0.11	-0.52	110.8150	121.7647	54461.90	Littler et al. (2014) - UCSC	-0.476	12.47
208-1262B	208-1262B-13H-4,127-128	110.840	-0.15	-0.81	110.8450	121.7945	54464.06	Littler et al. (2014) - UCSC	-0.795	13.92
208-1262B	208-1262B-13H-4,130-131	110.870	-0.06	-0.73	110.8750	121.8244	54466.14	Littler et al. (2014) - UCSC	-0.707	13.52
208-1262B	208-1262B-13H-4,139-140	110.960	0.18	-0.51	110.9650	121.9139	54472.59	Littler et al. (2014) - UCSC	-0.461	12.41
208-1262B	208-1262B-13H-4,142-143	110.990	0.40	-0.34	110.9950	121.9438	54474.74	Littler et al. (2014) - UCSC	-0.270	11.55
208-1262B	208-1262B-13H-4,145-146	111.020	0.35	-0.32	111.0250	121.9737	54476.90	Littler et al. (2014) - UCSC	-0.250	11.46
208-1262B	208-1262B-13H-4,148-149	111.050	0.19	-0.47	111.0550	122.0035	54479.05	Littler et al. (2014) - UCSC	-0.418	12.21
208-1262B	208-1262B-13H-5,1-2	111.080	0.39	-0.34	111.0850	122.0334	54481.13	Littler et al. (2014) - UCSC	-0.265	11.53
208-1262B	208-1262B-13H-5,4-5	111.110	0.40	-0.33	111.1150	122.0632	54483.28	Littler et al. (2014) - UCSC	-0.256	11.49
208-1262B	208-1262B-13H-5,10-11	111.170	0.36	-0.47	111.1750	122.1230	54487.58	Littler et al. (2014) - UCSC	-0.418	12.21
208-1262B	208-1262B-13H-5,13-14	111.200	0.24	-0.27	111.2050	122.1528	54489.74	Littler et al. (2014) - UCSC	-0.186	11.18
208-1262B	208-1262B-13H-5,16-17	111.230	0.30	-0.43	111.2350	122.1827	54491.89	Littler et al. (2014) - UCSC	-0.370	12.00
208-1262B	208-1262B-13H-5,19-20	111.260	0.38	-0.41	111.2650	122.2125	54494.04	Littler et al. (2014) - UCSC	-0.343	11.88
208-1262B	208-1262B-13H-5,22-23	111.290	0.26	-0.48	111.2950	122.2424	54496.12	Littler et al. (2014) - UCSC	-0.428	12.26
208-1262B	208-1262B-13H-5,25-26	111.320	0.20	-0.84	111.3250	122.2722	54498.27	Littler et al. (2014) - UCSC	-0.833	14.09
208-1262B	208-1262B-13H-5,28-29	111.350	0.19	-0.85	111.3550	122.3021	54500.42	Littler et al. (2014) - UCSC	-0.839	14.11
208-1262B	208-1262B-13H-5,31-32	111.380	0.33	-0.75	111.3850	122.3320	54502.57	Littler et al. (2014) - UCSC	-0.731	13.62
208-1262B	208-1262B-13H-5,34-35	111.410	0.41	-0.75	111.4150	122.3618	54504.73	Littler et al. (2014) - UCSC	-0.730	13.62
208-1262B	208-1262B-13H-5,40-41	111.470	0.41	-0.73	111.4750	122.4215	54509.03	Littler et al. (2014) - UCSC	-0.702	13.49
208-1262B	208-1262B-13H-5,43-44	111.500	0.47	-0.67	111.5050	122.4514	54511.11	Littler et al. (2014) - UCSC	-0.644	13.23
208-1262B	208-1262B-13H-5,46-47	111.530	0.36	-0.66	111.5350	122.4813	54513.26	Littler et al. (2014) - UCSC	-0.625	13.15
208-1262B	208-1262B-13H-5,49-50	111.560	0.46	-0.63	111.5650	122.5111	54515.41	Littler et al. (2014) - UCSC	-0.591	12.99
208-1262B	208-1262B-13H-5,52-53	111.590	0.46	-0.63	111.5950	122.5410	54517.57	Littler et al. (2014) - UCSC	-0.597	13.02
208-1262B	208-1262B-13H-5,55-56	111.620	0.36	-0.70	111.6250	122.5708	54519.72	Littler et al. (2014) - UCSC	-0.676	13.38
208-1262B	208-1262B-13H-5,61-62	111.680	0.39	-0.74	111.6850	122.6306	54524.02	Littler et al. (2014) - UCSC	-0.718	13.56
208-1262B	208-1262B-13H-5,64-65	111.710	0.39	-0.72	111.7150	122.6604	54526.10	Littler et al. (2014) - UCSC	-0.696	13.46
208-1262B	208-1262B-13H-5,70-71	111.770	0.43	-0.63	111.7750	122.7202	54530.40	Littler et al. (2014) - UCSC	-0.590	12.99
208-1262B	208-1262B-13H-5,73-74	111.800	0.51	-0.59	111.8050	122.7500	54532.56	Littler et al. (2014) - UCSC	-0.550	12.80
208-1262B	208-1262B-13H-5,76-77	111.830	0.47	-0.65	111.8350	122.7799	54534.71	Littler et al. (2014) - UCSC	-0.620	13.12
208-1262B	208-1262B-13H-5,79-80	111.860	0.48	-0.57	111.8650	122.8097	54536.86	Littler et al. (2014) - UCSC	-0.526	12.70
208-1262B	208-1262B-13H-5,82-83	111.890	0.54	-0.25	111.8950	122.8396	54539.01	Littler et al. (2014) - UCSC	-0.163	11.08
208-1262B	208-1262B-13H-5,85-86	111.920	0.39	-0.31	111.9250	122.8695	54541.09	Littler et al. (2014) - UCSC	-0.239	11.41
208-1262B	208-1262B-13H-5,88-89	111.950	0.55	-0.25	111.9550	122.8993	54543.24	Littler et al. (2014) - UCSC	-0.169	11.10
208-1262B	208-1262B-13H-5,91-92	111.980	0.45	-0.33	111.9850	122.9292	54545.40	Littler et al. (2014) - UCSC	-0.258	11.50
208-1262B	208-1262B-13H-5,94-95	112.010	0.45	-0.32	112.0150	122.9590	54547.55	Littler et al. (2014) - UCSC	-0.253	11.47
208-1262B	208-1262B-13H-5,97-98	112.040	0.45	-0.40	112.0450	122.9889	54549.70	Littler et al. (2014) - UCSC	-0.338	11.86
208-1262B	208-1262B-13H-5,100-101	112.070	0.37	-0.42	112.0750	123.0187	54551.85	Littler et al. (2014) - UCSC	-0.357	11.94
208-1262B	208-1262B-13H-5,103-104	112.100	0.44	-0.37	112.1050	123.0486	54554.00	Littler et al. (2014) - UCSC	-0.305	11.71
208-1262B	208-1262B-13H-5,106-107	112.130	0.44	-0.31	112.1350	123.0785	54556.08	Littler et al. (2014) - UCSC	-0.239	11.41
208-1262B	208-1262B-13H-5,109-110	112.160	0.52	-0.30	112.1650	123.1083	54558.24	Littler et al. (2014) - UCSC	-0.221	11.33
208-1262B	208-1262B-13H-5,112-113	112.190	0.47	-0.29	112.1950	123.1382	54560.39	Littler et al. (2014) - UCSC	-0.215	11.30
208-1262B	208-1262B-13H-5,115-116	112.220	0.50	-0.25	112.2250	123.1680	54562.54	Littler et al. (2014) - UCSC	-0.166	11.09
208-1262B	208-1262B-13H-5,118-119	112.250	0.52	-0.26	112.2550	123.1979	54564.69	Littler et al. (2014) - UCSC	-0.183	11.16
208-1262B	208-1262B-13H-5,121-122	112.280	0.54	-0.20	112.2850	123.2278	54566.84	Littler et al. (2014) - UCSC	-0.113	10.85
208-1262B	208-1262B-13H-5,124-125	112.310	0.62	-0.10	112.3150	123.2576	54568.99	Littler et al. (2014) - UCSC	0.001	10.35
208-1262B	208-1262B-13H-5,127-128	112.340	0.64	-0.13	112.3450	123.2875	54571.07	Littler et al. (2014) - UCSC	-0.037	10.52
208-1262B	208-1262B-13H-5,130-131	112.370	0.65	-0.09	112.3750	123.3173	54573.23	Littler et al. (2014) - UCSC	0.009	10.31
208-1262B	208-1262B-13H-5,133-134	112.400	0.50	-0.18	112.4050	123.3472	54575.38	Littler et al. (2014) - UCSC	-0.092	10.76
208-1262B	208-1262B-13H-5,136-137	112.430	0.57	-0.21	112.4350	123.3771	54577.53	Littler et al. (2014) - UCSC	-0.125	10.91
208-1262B	208-1262B-13H-5,139-140	112.460	0.49	-0.27	112.4650	123.4069	54579.68	Littler et al. (2014) - UCSC	-0.196	11.22
208-1262B	208-1262B-13H-5,145-146	112.520	0.65	-0.13	112.5250	123.4666	54583.99	Littler et al. (2014) - UCSC	-0.028	10.48
208-1262B	208-1262B-13H-5,148-149	112.550	0.52	-0.17	112.5550	123.4965	54586.14	Littler et al. (2014) - UCSC	-0.076	10.69
208-1262B	208-1262B-13H-6,1-2	112.580	0.49	-0.25	112.5850	123.5264	54588.22	Littler et al. (2014) - UCSC	-0.171	11.11
208-1262B	208-1262B-13H-6,4-5	112.610	0.43	-0.32	112.6150	123.5562	54590.37	Littler et al. (2014) - UCSC	-0.245	11.44
208-1262B	208-1262B-13H-6,7-8	112.640	0.48	-0.24	112.6450	123.5861	54592.52	Littler et al. (2014) - UCSC	-0.154	11.04
208-1262B	208-1262B-13H-6,10-11	112.670	0.56	-0.22	112.6750	123.6159	54594.67	Littler et al. (2014) - UCSC	-0.136	10.95
208-1262B	208-1262B-13H-6,13-14	112.700	0.62	-0.17	112.7050	123.6458	54596.82	Littler et al. (2014) - UCSC	-0.079	10.70
208-1262B	208-1262B-13H-6,16-17	112.730	0.45	-0.17	112.7350	123.6757	54598.98	Littler et al. (2014) - UCSC	-0.083	10.72
208-1262B	208-1262B-13H-6,19-20	112.760	0.76	-0.06	112.7650	123.7055	54601.13	Littler et al. (2014) - UCSC	0.042	10.17
208-1262B	208-1262B-13H-6,22-23	112.790	0.66	-0.14	112.7950	123.7354	54603.21	Littler et al. (2014) - UCSC	-0.049	10.57
208-1262B	208-1262B-13H-6,25-26	112.820	0.73	-0.14	112.8250	123.7652	54605.36	Littler et al. (2014) - UCSC	-0.042	10.54
208-1262B	208-1262B-13H-6,28-29	112.850	0.66	-0.03	112.8550	123.7951	54607.51	Littler et al. (2014) - UCSC	0.075	10.02
208-1262B	208-1262B-13H-6,31-32	112.880	0.73	-0.13	112.8850	123.8250	54609.66	Littler et al. (2014) - UCSC	-0.028	10.48
208-1262B	208-1262B-13H-6,34-35	112.910	0.72	-0.10	112.9150	123.8548	54611.82	Littler et al. (2014) - UCSC	-0.003	10.36
208-1262B	208-1262B-13H-6,37-38	112.940	0.65	-0.17	112.9450	123.8847	54613.97	Littler et al. (2014) - UCSC	-0.076	10.69
208-1262B	208-1262B-13H-6,40-41	112.970	0.72	-0.09	112.9750	123.9145	54616.12	Littler et al. (2014) - UCSC	0.008	10.32
208-1262B	208-1262B-13H-6,43-44	113.000	0.74	-0.02	113.0050	123.9444	54618.20	Littler et al. (2014) - UCSC	0.091	9.95
208-1262B	208-1262B-13H-6,46-47	113.030	0.70	-0.09	113.0350	123.9742	54620.35	Littler et al. (2014) - UCSC	0.015	10.28
208-1262B	208-1262B-13H-6,49-50	113.060	0.64	0.01	113.0650	124.0041	54622.50	Littler et al. (2014) - UCSC	0.119	9.83
208-1262B	208-1262B-13H-6,52-53	113.090	0.75	0.01	113.0950	124.0340	54624.65	Littler et al. (2014) - UCSC	0.121	9.82
208-1262B	208-1262B-13H-6,55-56	113.120	0.69	-0.04	113.1250	124.0638	54626.81	Littler et al. (2014) - UCSC	0.071	10.04
208-1262B	208-1262B-13H-6,58-59	113.150	0.66	-0.09	113.1550	124.0937	54628.96	Littler et al. (2014) - UCSC	0.008	10.32
208-1262B	208-1262B-13H-6,61-62	113.180	0.64	-0.09	113.1850	124.1235	54631.11	Littler et al. (2014) - UCSC	0.013	10.29
208-1262B	208-1262B-13H-6,64-65	113.210	0.67	-0.15	113.2150	124.1534	54633.19	Littler et al. (2014) - UCSC	-0.057	10.61
208-1262A	208-1262A-12H-3,7-8	107.570	0.71	-0.04	107.5750	124.1850	54635.49	Littler et al. (2014) - UCSC	0.070	10.04
208-1262A	208-1262A-12H-3,10-11	107.600	0.72	-0.17	107.6050	124.2150	54637.64	Littler et al. (2014) - UCSC	-0.082	10.71
208-1262A	208-1262A-12H-3,13-14	107.630	0.71	-0.14	107.6350	124.2450	54639.79	Littler et al. (2014) - UCSC	-0.049	10.57
208-1262A	208-1262A-12H-3,16-17	107.660	0.62	-0.14	107.6650	124.2750	54641.94	Littler et al. (2014) - UCSC	-0.044	10.55
208-1262A	208-1262A-12H-3,19-20	107.690	0.72	-0.08	107.6950	124.3050	54644.09	Littler et al. (2014) - UCSC	0.022	10.25
208-1262A	208-1262A-12H-3,22-23	107.720	0.71	-0.18	107.7250	124.3350	54646.24	Littler et al. (2014) - UCSC	-0.085	10.73
208-1262A	208-1262A-12H-3,25-26	107.750	0.68	-0.14	107.7550	124.3650	54648.40	Littler et al. (2014) - UCSC	-0.041	10.53
208-1262A	208-1262A-12H-3,28-29	107.780	0.65	-0.15	107.7850	124.3950	54650.55	Littler et al. (2014) - UCSC	-0.057	10.61
208-1262A	208-1262A-12H-3,31-32	107.810	0.69	-0.17	107.8150	124.4250	54652.70	Littler et al. (2014) - UCSC	-0.081	10.71
208-1262A	208-1262A-12H-3,34-35	107.840	0.68	-0.24	107.8450	124.4550	54654.85	Littler et al. (2014) - UCSC	-0.157	11.05
208-1262A	208-1262A-12H-3,37-38	107.870	0.67	-0.14	107.8750	124.4850	54657.00	Littler et al. (2014) - UCSC	-0.045	10.55
208-1262A	208-1262A-12H-3,40-41	107.900	0.64	-0.21	107.9050	124.5150	54659.16	Littler et al. (2014) - UCSC	-0.123	10.90
208-1262A	208-1262A-12H-3,43-44	107.930	0.59	-0.18	107.9350	124.5450	54661.31	Littler et al. (2014) - UCSC	-0.094	10.77
208-1262A	208-1262A-12H-3,46-47	107.960	0.63	-0.18	107.9650	124.5750	54663.46	Littler et al. (2014) - UCSC	-0.095	10.77
208-1262A	208-1262A-12H-3,49-50	107.990	0.70	-0.22	107.9950	124.6050	54665.61	Littler et al. (2014) - UCSC	-0.130	10.93
208-1262A	208-1262A-12H-3,52-53	108.020	0.70	-0.66	108.0250	124.6350	54667.76	Littler et al. (2014) - UCSC	-0.634	13.19
208-1262A	208-1262A-12H-3,55-56	108.050	0.60	-0.13	108.0550	124.6650	54669.92	Littler et al. (2014) - UCSC	-0.039	10.52
208-1262A	208-1262A-12H-3,58-59	108.080	0.63	-0.16	108.0850	124.6950	54672.07	Littler et al. (2014) - UCSC	-0.064	10.64
208-1262A	208-1262A-12H-3,61-62	108.110	0.53	-0.28	108.1150	124.7250	54674.22	Littler et al. (2014) - UCSC	-0.197	11.23
208-1262A	208-1262A-12H-3,64-65	108.140	0.49	-0.18	108.1450	124.7550	54676.37	Littler et al. (2014) - UCSC	-0.087	10.74
208-1262A	208-1262A-12H-3,67-68	108.170	0.56	-0.20	108.1750	124.7850	54678.52	Littler et al. (2014) - UCSC	-0.112	10.85
208-1262A	208-1262A-12H-3,70-71	108.200	0.69	-0.17	108.2050	124.8150	54680.67	Littler et al. (2014) - UCSC	-0.081	10.71
208-1262A	208-1262A-12H-3,73-74	108.230	0.61	-0.10	108.2350	124.8450	54682.83	Littler et al. (2014) - UCSC	0.004	10.34
208-1262A	208-1262A-12H-3,76-77	108.260	0.71	-0.18	108.2650	124.8750	54684.98	Littler et al. (2014) - UCSC	-0.085	10.73
208-1262A	208-1262A-12H-3,79-80	108.290	0.61	-0.09	108.2950	124.9050	54687.13	Littler et al. (2014) - UCSC	0.008	10.32
208-1262A	208-1262A-12H-3,82-83	108.320	0.78	-0.04	108.3250	124.9350	54689.28	Littler et al. (2014) - UCSC	0.068	10.05
208-1262A	208-1262A-12H-3,85-86	108.350	0.69	-0.08	108.3550	124.9650	54691.43	Littler et al. (2014) - UCSC	0.028	10.23
208-1262A	208-1262A-12H-3,88-89	108.380	0.67	-0.15	108.3850	124.9950	54693.59	Littler et al. (2014) - UCSC	-0.056	10.60
208-1262A	208-1262A-12H-3,91-92	108.410	0.74	-0.16	108.4150	125.0250	54695.74	Littler et al. (2014) - UCSC	-0.062	10.63
208-1262A	208-1262A-12H-3,94-95	108.440	0.59	-0.15	108.4450	125.0550	54697.89	Littler et al. (2014) - UCSC	-0.059	10.61
208-1262A	208-1262A-12H-3,97-98	108.470	0.60	-0.23	108.4750	125.0850	54700.04	Littler et al. (2014) - UCSC	-0.147	11.00
208-1262A	208-1262A-12H-3,100-101	108.500	0.56	-0.24	108.5050	125.1150	54702.19	Littler et al. (2014) - UCSC	-0.154	11.03
208-1262A	208-1262A-12H-3,103-104	108.530	0.56	-0.21	108.5350	125.1450	54704.34	Littler et al. (2014) - UCSC	-0.121	10.89
208-1262A	208-1262A-12H-3,106-107	108.560	0.55	-0.21	108.5650	125.1750	54706.50	Littler et al. (2014) - UCSC	-0.127	10.92
208-1262A	208-1262A-12H-3,109-110	108.590	0.71	-0.12	108.5950	125.2050	54708.65	Littler et al. (2014) - UCSC	-0.028	10.48
208-1262A	208-1262A-12H-3,112-113	108.620	0.60	-0.16	108.6250	125.2350	54710.80	Littler et al. (2014) - UCSC	-0.069	10.66
208-1262A	208-1262A-12H-3,115-116	108.650	0.65	-0.13	108.6550	125.2650	54712.95	Littler et al. (2014) - UCSC	-0.030	10.48
208-1262A	208-1262A-12H-3,118-119	108.680	0.62	-0.10	108.6850	125.2950	54715.10	Littler et al. (2014) - UCSC	-0.005	10.37
208-1262A	208-1262A-12H-3,121-122	108.710	0.64	-0.13	108.7150	125.3250	54717.26	Littler et al. (2014) - UCSC	-0.038	10.52
208-1262A	208-1262A-12H-3,124-125	108.740	0.64	-0.06	108.7450	125.3550	54719.41	Littler et al. (2014) - UCSC	0.042	10.17
208-1262A	208-1262A-12H-3,127-128	108.770	0.58	-0.24	108.7750	125.3850	54721.56	Littler et al. (2014) - UCSC	-0.156	11.04
208-1262A	208-1262A-12H-3,130-131	108.800	0.56	-0.16	108.8050	125.4150	54723.71	Littler et al. (2014) - UCSC	-0.064	10.63
208-1262A	208-1262A-12H-3,133-134	108.830	0.57	-0.16	108.8350	125.4450	54725.86	Littler et al. (2014) - UCSC	-0.063	10.63
208-1262A	208-1262A-12H-3,136-137	108.860	0.66	-0.13	108.8650	125.4750	54728.01	Littler et al. (2014) - UCSC	-0.037	10.52
