/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas; Röhl, Ursula; Donner, Barbara; Zachos, James C (2017): (DS01) Benthic stable isotope data for ODP Site 198-1209 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.883334, 
	In supplement to: Westerhold, T et al. (2018): Global extent of early eocene hyperthermal events - a new Pacific benthic foraminiferal isotope record from Shatsky Rise (ODP Site 1209). Paleoceanography and Paleoclimatology, 33(6), 626-642, https://doi.org/10.1029/2017PA003306
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: 32.651700 * LONGITUDE: 158.505983
	DATE/TIME START: 2001-09-18T00:00:00 * DATE/TIME END: 2001-09-23T00:00:00
	MINIMUM DEPTH, sediment/rock: 148.48 m * MAXIMUM DEPTH, sediment/rock: 237.96 m
Event(s):	198-1209 * LATITUDE: 32.651700 * LONGITUDE: 158.505983 * DATE/TIME START: 2001-09-18T00:00:00 * DATE/TIME END: 2001-09-23T00:00:00 * ELEVATION: -2387.3 m * PENETRATION: 865.1 m * RECOVERY: 766 m * LOCATION: North Pacific Ocean * CAMPAIGN: Leg198 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 83 cores; 759.4 m cored; 105.7 m drilled; 100.9% recovery
Parameter(s):	Sample code/label (Sample label) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Depth, composite revised [rmcd] (Depth comp r) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	AGE [ka BP] (Age) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: Tuned age
	Nuttallides truempyi, δ13C [‰ PDB] (N. truempyi δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Nuttallides truempyi, δ18O [‰ PDB] (N. truempyi δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Oridorsalis umbonatus, δ13C [‰ PDB] (O. umbonatus δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Oridorsalis umbonatus, δ18O [‰ PDB] (O. umbonatus δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Analytical method (Analyt method) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: Error
	Laboratory (Lab) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Reference/source (Reference) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	14309 data points
*/
Sample label	Depth sed [m]	Depth comp r [rmcd]	Age [ka BP]	N. truempyi δ13C [‰ PDB]	N. truempyi δ18O [‰ PDB]	O. umbonatus δ13C [‰ PDB]	O. umbonatus δ18O [‰ PDB]	Analyt method	Comment	Lab	Reference
198-1209B-19H-2,85-87	168.95	186.150	49423.764			0.382	-0.112			Santa Cruz	this study
198-1209B-19H-2,89-91	169.00	186.200	49433.225	0.5122	-1.0001			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209B-19H-2,95-97	169.05	186.250	49442.686			0.368	-0.245			Santa Cruz	this study
198-1209B-19H-2,99-101	169.10	186.300	49452.147	0.8265	-0.7713			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209B-19H-2,105-107	169.15	186.350	49461.608	0.7360	-0.8490	0.238	-0.273			Santa Cruz	this study
198-1209B-19H-2,109-111	169.20	186.400	49471.069	0.4857	-0.7312			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-2,115-117	169.25	186.450	49480.529			0.378	-0.269			Santa Cruz	this study
198-1209B-19H-2,119-121	169.30	186.500	49489.990	0.7968	-0.5000			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-2,125-127	169.35	186.550	49499.451			0.356	-0.065			Santa Cruz	this study
198-1209B-19H-2,129-131	169.40	186.600	49508.912	0.5881	-0.6019			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-2,135-137	169.45	186.650	49518.373	0.5530	-0.7530	0.265	-0.239			Santa Cruz	this study
198-1209B-19H-2,139-141	169.50	186.700	49527.834	0.6458	-0.5188			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-2,145-147	169.55	186.750	49537.295			-0.097	-0.552			Santa Cruz	this study
198-1209B-19H-2,148-150	169.59	186.790	49544.864	0.4149	-0.7733			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-3,5-7	169.65	186.850	49556.217	0.6350	-0.8450	-0.120	-0.541			Santa Cruz	this study
198-1209B-19H-3,9-11	169.70	186.900	49565.553	0.6506	-0.6244			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-3,15-17	169.75	186.950	49574.806	-0.0750	-1.9000	0.332	-0.262			Santa Cruz	this study
198-1209B-19H-3,19-21	169.80	187.000	49584.059	0.6321	-0.7077			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-3,25-27	169.85	187.050	49593.312	0.7490	-0.5950	0.002	-0.401			Santa Cruz	this study
198-1209B-19H-3,29-31	169.90	187.100	49602.566	0.7724	-0.6039			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-3,35-37	169.95	187.150	49611.819	0.6350	-0.7050	0.241	-0.179			Santa Cruz	this study
198-1209B-19H-3,39-41	170.00	187.200	49621.072	0.6294	-0.7265			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-3,45-47	170.05	187.250	49630.325	0.6690	-0.7080	0.503	-0.057			Santa Cruz	this study
198-1209B-19H-3,49-51	170.10	187.300	49639.578	0.7571	-0.5665			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-3,55-57	170.15	187.350	49648.831	0.6540	-0.7380					Santa Cruz	this study
198-1209B-19H-3,59-61	170.20	187.400	49658.085	0.6661	-0.6077			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-3,65-67	170.25	187.450	49667.338	0.7750	-0.5840					Santa Cruz	this study
198-1209B-19H-3,69-71	170.30	187.500	49676.591	0.5962	-0.6609			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-3,75-77	170.35	187.550	49685.844	0.4180	-0.9480	0.078	-0.414			Santa Cruz	this study
198-1209B-19H-3,79-81	170.40	187.600	49691.812	0.4584	-0.8560			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-3,85-87	170.45	187.650	49697.779	0.4340	-0.9650	0.136	-0.421			Santa Cruz	this study
198-1209B-19H-3,89-91	170.50	187.700	49703.747	0.7049	-0.6052			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-3,95-97	170.55	187.750	49709.715	0.6460	-0.7880	0.367	-0.122			Santa Cruz	this study
198-1209B-19H-3,99-101	170.60	187.800	49715.683	0.5825	-0.7550			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-3,105-107	170.65	187.850	49721.650	0.5950	-0.8280	0.320	-0.107			Santa Cruz	this study
198-1209B-19H-3,109-111	170.70	187.900	49727.618	0.5987	-0.7516			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-3,115-117	170.75	187.950	49733.586	0.5720	-0.8570	0.258	-0.414			Santa Cruz	this study
198-1209B-19H-3,119-121	170.80	188.000	49739.554	0.6083	-0.7646			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-3,125-127	170.85	188.050	49745.521	0.7190	-0.7940	0.295	-0.124			Santa Cruz	this study
198-1209B-19H-3,129-131	170.90	188.100	49751.489	0.7127	-0.6479			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-3,135-137	170.95	188.150	49757.457	0.6110	-0.8240	0.351	-0.254			Santa Cruz	this study
198-1209B-19H-3,139-141	171.00	188.200	49763.425	0.6627	-0.7468			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-3,145-147	171.05	188.250	49769.392	0.6300	-0.8610	0.186	-0.495			Santa Cruz	this study
198-1209B-19H-3,148-150	171.09	188.290	49774.166	0.6295	-0.7397			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-4,5-7	171.15	188.350	49781.328	0.6640	-0.8510					Santa Cruz	this study
198-1209B-19H-4,9-11	171.20	188.400	49787.295	0.7186	-0.6487			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-4,15-17	171.25	188.450	49793.263	0.6820	-0.8310	0.340	-0.204			Santa Cruz	this study
198-1209B-19H-4,19-21	171.30	188.500	49799.231	0.7343	-0.6279			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-4,24-26	171.35	188.550	49805.199	0.7429	-0.6141			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-4,29-31	171.40	188.600	49811.166	0.6631	-0.6213			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-4,35-37	171.45	188.650	49817.134	0.5960	-0.7640	0.210	-0.289			Santa Cruz	this study
198-1209B-19H-4,39-41	171.50	188.700	49823.102	0.5914	-0.6895			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-4,45-47	171.55	188.750	49829.070	0.6680	-0.6310	0.265	-0.216			Santa Cruz	this study
198-1209B-19H-4,49-51	171.60	188.800	49835.037	0.6333	-0.6588			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-4,55-57	171.65	188.850	49841.005	0.6560	-0.7690	0.319	-0.124			Santa Cruz	this study
198-1209B-19H-4,59-61	171.70	188.900	49846.973	0.5811	-0.7750			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-4,65-67	171.75	188.950	49852.941	0.8080	-0.6120	0.358	-0.145			Santa Cruz	this study
198-1209B-19H-4,69-71	171.80	189.000	49858.908	0.6704	-0.6626			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-4,75-77	171.85	189.050	49864.876	0.3250	-1.0250	0.069	-0.546			Santa Cruz	this study
198-1209B-19H-4,79-81	171.90	189.100	49869.911	0.4508	-0.8632			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-4,85-87	171.95	189.150	49874.946	0.7680	-0.6270	0.465	-0.066			Santa Cruz	this study
198-1209B-19H-4,89-91	172.00	189.200	49879.980	0.7705	-0.5580			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-4,95-97	172.05	189.250	49885.015	0.7610	-0.6230	0.494	-0.125			Santa Cruz	this study
198-1209B-19H-4,99-101	172.10	189.300	49890.050	0.7757	-0.4943			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-4,105-107	172.15	189.350	49895.085	0.6950	-0.6240	0.510	-0.039			Santa Cruz	this study
198-1209B-19H-4,109-111	172.20	189.400	49900.119	0.6526	-0.6033			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-4,115-117	172.25	189.450	49905.154	0.5990	-0.7400	0.203	-0.226			Santa Cruz	this study
198-1209B-19H-4,119-121	172.30	189.500	49910.189	0.6546	-0.5671			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-4,125-127	172.35	189.550	49915.224	0.5570	-0.9160	0.377	-0.090			Santa Cruz	this study
198-1209B-19H-4,129-131	172.40	189.600	49920.258	0.6514	-0.5838			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-4,135-137	172.45	189.650	49925.293	0.3770	-0.8890	0.288	-0.332			Santa Cruz	this study
198-1209B-19H-4,139-141	172.50	189.700	49930.328	0.6031	-0.6249			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-4,145-147	172.55	189.750	49935.363	0.3710	-0.9530	0.113	-0.378			Santa Cruz	this study
198-1209B-19H-4,148-149	172.59	189.785	49939.391	0.3510	-0.7970			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-5,2-4	172.63	189.830	49943.418	0.3245	-0.8727			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-5,5-7	172.65	189.850	49945.432	0.1760	-1.1730	-0.019	-0.708			Santa Cruz	this study
198-1209B-19H-5,7-9	172.68	189.880	49948.453	0.1911	-1.0238			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-5,9-11	172.70	189.900	49950.468	0.1350	-1.0884			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-5,12-14	172.73	189.930	49955.490	0.3842	-0.8550			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-5,15-17	172.75	189.950	49958.837	0.5700	-0.9330	0.541	-0.157			Santa Cruz	this study
198-1209B-19H-5,17-19	172.78	189.980	49963.859	0.4483	-1.0062			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-19H-2,109-111	172.30	190.000	49967.207	0.2710	-0.9352			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-19H-2,112-114	172.33	190.030	49972.229	0.5853	-0.6542			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209B-19H-5,25-27	172.85	190.035	49973.066	0.5230	-0.7190	0.397	-0.042			Santa Cruz	this study
198-1209A-19H-2,116-118	172.36	190.060	49977.251	0.5980	-0.7280					Santa Cruz	this study
198-1209A-19H-2,119-121	172.40	190.100	49983.947	0.5013	-0.7367			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-19H-2,125-127	172.45	190.150	49992.316	0.5530	-0.8790					Santa Cruz	this study
198-1209A-19H-2,129-131	172.50	190.200	50000.686	0.5117	-0.7780			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-19H-2,135-137	172.55	190.250	50009.056	0.4410	-0.8260					Santa Cruz	this study
198-1209A-19H-2,139-141	172.60	190.300	50017.426	0.5793	-0.6715			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-19H-2,145-147	172.65	190.350	50025.796	0.3230	-1.0040					Santa Cruz	this study
198-1209A-19H-2,148-150	172.69	190.390	50032.491	0.3476	-0.8260			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-19H-3,5-7	172.75	190.450	50042.535	0.3770	-1.0070					Santa Cruz	this study
198-1209A-19H-3,9-11	172.80	190.500	50050.905	0.4696	-0.6998			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-19H-3,15-17	172.85	190.550	50059.275	0.7440	-0.7780					Santa Cruz	this study
198-1209A-19H-3,19-21	172.90	190.600	50067.644	0.3820	-0.8842			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-19H-3,25-27	172.95	190.650	50074.861	0.5430	-0.9280					Santa Cruz	this study
198-1209A-19H-3,29-31	173.00	190.700	50082.078	0.6738	-0.6611			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-19H-3,35-37	173.05	190.750	50089.294	0.7430	-0.6930					Santa Cruz	this study
198-1209A-19H-3,39-41	173.10	190.800	50096.511	0.7227	-0.6372			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-19H-3,45-47	173.15	190.850	50103.727	0.6460	-0.8620					Santa Cruz	this study
198-1209A-19H-3,49-51	173.20	190.900	50110.944	0.5946	-0.7059			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-19H-3,55-57	173.25	190.950	50118.160	0.7790	-0.7160					Santa Cruz	this study
198-1209A-19H-3,59-61	173.30	191.000	50125.376	0.7186	-0.6573			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-19H-3,65-67	173.35	191.050	50132.593	0.6810	-0.7950					Santa Cruz	this study
198-1209A-19H-3,69-71	173.40	191.100	50139.809	0.5820	-0.7677			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-19H-3,75-77	173.45	191.150	50147.026	0.6020	-0.9180					Santa Cruz	this study
198-1209A-19H-3,79-81	173.50	191.200	50154.242	0.7436	-0.4911			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-3,85-87	173.55	191.250	50161.459	0.8740	-0.6460					Santa Cruz	this study
198-1209A-19H-3,89-91	173.60	191.300	50168.675	0.7139	-0.5646			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-3,95-97	173.65	191.350	50175.892	0.8420	-0.6680					Santa Cruz	this study
198-1209A-19H-3,99-101	173.70	191.400	50183.108	0.6254	-0.7110			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-3,105-107	173.75	191.450	50190.325	0.6540	-0.8230					Santa Cruz	this study
198-1209A-19H-3,109-111	173.80	191.500	50197.541	0.7554	-0.5590			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-3,115-117	173.85	191.550	50204.758	0.7060	-0.5540					Santa Cruz	this study
198-1209A-19H-3,119-121	173.90	191.600	50211.974	0.7075	-0.5671			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-3,125-127	173.95	191.650	50219.191	0.8170	-0.6720					Santa Cruz	this study
198-1209A-19H-3,129-131	174.00	191.700	50226.407	0.7023	-0.6119			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-3,135-137	174.05	191.750	50233.624	0.8650	-0.6440					Santa Cruz	this study
198-1209A-19H-3,139-141	174.10	191.800	50240.840	0.8103	-0.5739			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-3,145-147	174.15	191.850	50248.057	0.7770	-0.7220					Santa Cruz	this study
198-1209A-19H-3,148-150	174.19	191.890	50253.830	0.6445	-0.6884			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-4,5-7	174.25	191.950	50262.490	0.7210	-0.7920					Santa Cruz	this study
198-1209A-19H-4,9-11	174.30	192.000	50269.706	0.7035	-0.6675			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-4,15-17	174.35	192.050	50276.923	0.7740	-0.7040					Santa Cruz	this study
198-1209A-19H-4,19-21	174.40	192.100	50284.139	0.8154	-0.4521			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-4,25-27	174.45	192.150	50291.356	0.7920	-0.7070					Santa Cruz	this study
198-1209A-19H-4,29-31	174.50	192.200	50298.572	0.6789	-0.6636			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-4,35-37	174.55	192.250	50305.789	0.6060	-0.8590					Santa Cruz	this study
198-1209A-19H-4,39-41	174.60	192.300	50313.005	0.5200	-0.7309			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-4,45-47	174.65	192.350	50320.222	0.6970	-0.7190					Santa Cruz	this study
198-1209A-19H-4,49-51	174.70	192.400	50327.438	0.6757	-0.4782			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-4,54-56	174.75	192.450	50334.655	0.5051	-0.6846			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-4,59-61	174.80	192.500	50341.871	0.6673	-0.7328			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-19H-4,64-66	174.85	192.550	50349.088	0.5598	-0.6716			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-4,69-71	174.90	192.600	50356.304	0.7260	-0.6109			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-4,75-77	174.95	192.650	50363.521	0.8240	-0.6350					Santa Cruz	this study
198-1209A-19H-4,77-79	174.98	192.680	50367.626	0.6481	-0.5893			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-4,85-87	175.05	192.750	50376.944	0.5260	-0.8240					Santa Cruz	this study
198-1209A-19H-4,89-91	175.10	192.800	50383.599	0.6480	-0.6432			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-4,95-97	175.15	192.850	50390.254	0.5570	-0.8890					Santa Cruz	this study
198-1209A-19H-4,99-101	175.20	192.900	50396.909	0.6658	-0.6258			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-4,105-107	175.25	192.950	50403.565	0.7690	-0.7700					Santa Cruz	this study
198-1209A-19H-4,109-111	175.30	193.000	50410.220	0.7099	-0.5762			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-4,115-117	175.35	193.050	50416.875	0.7680	-0.6930					Santa Cruz	this study
198-1209A-19H-4,119-121	175.40	193.100	50423.531	0.7841	-0.5552			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-4,125-127	175.45	193.150	50430.186	0.6770	-0.8260					Santa Cruz	this study
198-1209A-19H-4,129-131	175.49	193.190	50435.510	0.5887	-0.7739			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.04 per mil for d13C; 0.06 per mil for d18O	Bremen	this study
198-1209A-19H-4,129-131	175.50	193.200	50436.841	0.5049	-0.7114			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-19H-4,135-137	175.55	193.250	50443.497	0.6560	-0.7930					Santa Cruz	this study
